"Species","Collection","Date","LTE","maxRate","maxLTE","normLTE","Rate","normRate"
"Abies_balsamea","AA20",2019-09-16 12:00:00,-16.09,1.15093583070395,-29.4766666666667,0.545855478909872,0.00492508766337265,0.00427920265577302
"Abies_balsamea","AA21",2020-09-15 12:00:00,-13.9125,1.15093583070395,-29.4766666666667,0.471983489765917,-0.260882635882636,-0.22667000967645
"Abies_balsamea","AB20",2019-09-23 12:00:00,-14.7625,1.15093583070395,-29.4766666666667,0.500819857514418,-0.33283276450512,-0.289184466784347
"Abies_balsamea","AB21",2020-09-22 12:00:00,-14.575,1.15093583070395,-29.4766666666667,0.494458894040484,-0.331119311193112,-0.287695718874779
"Abies_balsamea","AC20",2019-09-30 12:00:00,-15.7555555555556,1.15093583070395,-29.4766666666667,0.534509404802292,-0.154073769045238,-0.133868253064119
"Abies_balsamea","AC21",2020-09-29 12:00:00,-16.8,1.15093583070395,-29.4766666666667,0.569942327264503,-0.0829933707292196,-0.0721094682389534
"Abies_balsamea","AD20",2019-10-06 12:00:00,-17.6666666666667,1.15093583070395,-29.4766666666667,0.599344113988466,0.084688297484506,0.0735821191983468
"Abies_balsamea","AD21",2020-10-06 12:00:00,-21.725,1.15093583070395,-29.4766666666667,0.737023634513174,-0.108831425982482,-0.094559073650455
"Abies_balsamea","AE20",2019-10-14 12:00:00,-15.1375,1.15093583070395,-29.4766666666667,0.513541784462286,-0.333827303455183,-0.290048580076793
"Abies_balsamea","AE21",2020-10-13 12:00:00,-22.2625,1.15093583070395,-29.4766666666667,0.755258396471786,0.0878464818763326,0.0763261335105044
"Abies_balsamea","AF21",2020-10-20 12:00:00,-25.0333333333333,1.15093583070395,-29.4766666666667,0.849259301142146,0.0126020356746953,0.0109493816583914
"Abies_balsamea","AG20",2019-10-28 12:00:00,-21.1111111111111,1.15093583070395,-29.4766666666667,0.716197368917034,-0.148721030042918,-0.129217482048461
"Abies_balsamea","AG21",2020-10-27 12:00:00,-23.2714285714286,1.15093583070395,-29.4766666666667,0.789486438022003,-0.055339025230675,-0.0480817642081992
"Abies_balsamea","AH20",2019-11-04 11:00:00,-23.2875,1.15093583070395,-29.4766666666667,0.790031663462626,0.0416611103423115,0.0361975961047545
"Abies_balsamea","AH21",2020-11-02 11:00:00,-26.99,1.15093583070395,-29.4766666666667,0.915639488861246,0.114588051432743,0.0995607647062805
"Abies_balsamea","AI20",2019-11-10 11:00:00,-23.7111111111111,1.15093583070395,-29.4766666666667,0.804402729088922,0.00712173884791584,0.00618778098476609
"Abies_balsamea","AI21",2020-11-09 11:00:00,-22.6444444444444,1.15093583070395,-29.4766666666667,0.768215914659429,-0.11553338762215,-0.100382127778129
"Abies_balsamea","AJ20",2019-11-17 11:00:00,-26.575,1.15093583070395,-29.4766666666667,0.901560556372272,-0.00176719074162024,-0.00153543811433812
"Abies_balsamea","AJ21",2020-11-17 11:00:00,-26.25,1.15093583070395,-29.4766666666667,0.890534886350786,0.0424521446070654,0.0368848926886745
"Abies_balsamea","AK20",2019-11-25 11:00:00,-24.9125,1.15093583070395,-29.4766666666667,0.845160013570055,0.0991110123780128,0.086113412871501
"Abies_balsamea","AK21",2020-11-24 11:00:00,-27.45,1.15093583070395,-29.4766666666667,0.931245052583965,0.117955550515931,0.102486643798192
"Abies_balsamea","AL20",2019-12-02 11:00:00,-26.8625,1.15093583070395,-29.4766666666667,0.911314033698971,0.129644963793021,0.112643086030023
"Abies_balsamea","AL21",2020-11-30 11:00:00,-25.92,1.15093583070395,-29.4766666666667,0.879339590636662,0.0839427701186278,0.0729343616553201
"Abies_balsamea","AM20",2019-12-08 11:00:00,-29.3428571428571,1.15093583070395,-29.4766666666667,0.995460493368443,0.397240128928284,0.345145331591007
"Abies_balsamea","AM21",2020-12-08 11:00:00,-29.05,1.15093583070395,-29.4766666666667,0.985525274228203,0.0789729328535593,0.0686162779424959
"Abies_balsamea","AN20",2019-12-16 11:00:00,-26.9666666666667,1.15093583070395,-29.4766666666667,0.914847902295601,0.352001522410782,0.305839398705215
"Abies_balsamea","AN21",2020-12-14 11:00:00,-30.35,1.15093583070395,-29.4766666666667,1.02962795431415,0.181069608633736,0.157323808854738
"Abies_balsamea","AO20",2019-12-23 11:00:00,-30,1.15093583070395,-29.4766666666667,1.01775415582947,0.648446567520666,0.563408098194369
"Abies_balsamea","AO21",2020-12-22 11:00:00,-30.42,1.15093583070395,-29.4766666666667,1.03200271401108,0.401143993389113,0.348537236123548
"Abies_balsamea","AP20",2019-12-30 11:00:00,-26.6166666666667,1.15093583070395,-29.4766666666667,0.902974103810924,0.379012113460236,0.329307771423209
"Abies_balsamea","AP21",2020-12-28 11:00:00,-29.1555555555556,1.15093583070395,-29.4766666666667,0.989106261072788,0.551359489461148,0.479053197191646
"Abies_balsamea","AQ20",2020-01-06 11:00:00,-27.5857142857143,1.15093583070395,-29.4766666666667,0.935849178527003,0.682504220037733,0.592999367845116
"Abies_balsamea","AQ21",2021-01-05 11:00:00,-28.4555555555556,1.15093583070395,-29.4766666666667,0.965358664103434,0.279616874171497,0.242947405678104
"Abies_balsamea","AR20",2020-01-12 11:00:00,-28.2444444444444,1.15093583070395,-29.4766666666667,0.958196690414264,0.574776610193723,0.499399353865083
"Abies_balsamea","AR21",2021-01-12 11:00:00,-27.8222222222222,1.15093583070395,-29.4766666666667,0.943872743035923,0.540196274784698,0.469353946913182
"Abies_balsamea","AS20",2020-01-19 11:00:00,-30.3571428571429,1.15093583070395,-29.4766666666667,1.0298702767322,0.97862459726697,0.850285976993535
"Abies_balsamea","AS21",2021-01-19 11:00:00,-27.3375,1.15093583070395,-29.4766666666667,0.927428474499604,0.415295439178135,0.36083283541892
"Abies_balsamea","AT20",2020-01-26 11:00:00,-27.4444444444444,1.15093583070395,-29.4766666666667,0.931056579592144,0.712272913225957,0.618864140140907
"Abies_balsamea","AT21",2021-01-26 11:00:00,-30.06,1.15093583070395,-29.4766666666667,1.01978966414113,0.766582976419042,0.666051882275816
"Abies_balsamea","AU20",2020-02-02 11:00:00,-27.5,1.15093583070395,-29.4766666666667,0.932941309510347,0.977542060459816,0.849345406043987
"Abies_balsamea","AU21",2021-02-02 11:00:00,-29.15,1.15093583070395,-29.4766666666667,0.988917788080968,0.723795862641065,0.628875948886195
"Abies_balsamea","AV20",2020-02-08 11:00:00,-27.8857142857143,1.15093583070395,-29.4766666666667,0.946026720085298,0.918780487804878,0.798289933542972
"Abies_balsamea","AV21",2021-02-09 11:00:00,-28.7222222222222,1.15093583070395,-29.4766666666667,0.974405367710807,0.685261672652642,0.595395203078799
"Abies_balsamea","AW20",2020-02-17 11:00:00,-28.4571428571429,1.15093583070395,-29.4766666666667,0.965412513529668,1.0786552892762,0.937198461026679
"Abies_balsamea","AW21",2021-02-16 11:00:00,-29.31,1.15093583070395,-29.4766666666667,0.994345810245392,0.974728378965667,0.846900715889169
"Abies_balsamea","AX20",2020-02-24 11:00:00,-27.4285714285714,1.15093583070395,-29.4766666666667,0.930518085329801,1.17623186467875,1.02197866579524
"Abies_balsamea","AX21",2021-02-23 11:00:00,-27.82,1.15093583070395,-29.4766666666667,0.943797353839195,1.23822353188803,1.07584063234064
